"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Shane Davis","BAL","0","0","6.25","0","0","0","1.0","1","1","0","1","1","1.73","5.20","5.02","6.42","0.0","0.0","999.0","sa3015007"
"Marco Carrillo","CHC","0","0","6.44","0","0","0","1.0","1","1","0","1","0","1.71","4.67","4.47","6.42","0.0","0.0","999.0","sa328993"
"Robert Politz","","0","0","6.43","0","0","0","1.0","1","1","0","1","1","1.82","4.62","5.54","6.42","0.0","0.0","999.0","sa3010377"
"Coleman Crow","LAA","0","0","6.31","0","0","0","1.0","1","1","0","1","1","1.74","5.40","5.16","6.43","0.0","0.0","999.0","sa3015142"
"James Marinan","CIN","0","0","6.49","0","0","0","1.0","1","1","0","1","1","1.79","6.07","5.60","6.43","0.0","0.0","999.0","sa3005121"
"Carlos Romero","WSN","0","0","6.46","0","0","0","1.0","1","1","0","1","1","1.81","5.35","5.66","6.43","0.0","0.0","999.0","sa3003106"
"Freddery Paulino","SFG","0","0","6.47","0","0","0","1.0","1","1","0","1","1","1.89","4.75","6.40","6.43","0.0","0.0","999.0","sa3005881"
"Patrick McGuff","ARI","0","0","6.61","0","0","0","1.0","1","1","0","1","1","1.84","5.11","5.78","6.44","0.0","0.0","999.0","sa918916"
"Dylan Castaneda","PHI","0","0","6.31","0","0","0","1.0","1","1","0","1","1","1.83","6.33","6.43","6.44","0.0","0.0","999.0","sa3011731"
"Manuel Veloz","CHW","0","0","6.32","0","0","0","1.0","1","1","0","1","1","1.84","5.01","6.12","6.44","0.0","0.0","999.0","sa3011349"
"Griffin McLarty","BAL","0","0","6.26","0","0","0","1.0","1","1","0","1","1","1.66","5.71","4.55","6.44","0.0","0.0","999.0","sa1115734"
"Isaiah Carranza","CHW","0","0","6.30","0","0","0","1.0","1","1","0","1","1","1.73","5.56","5.05","6.45","0.0","0.0","999.0","sa3015001"
"Troy Watson","TOR","0","0","6.49","0","0","0","1.0","1","1","0","1","1","1.75","4.64","4.86","6.45","0.0","0.0","999.0","sa3007249"
"Rafael Ohashi","TOR","0","0","6.40","0","0","0","1.0","1","1","0","1","1","1.85","6.22","6.65","6.45","0.0","0.0","999.0","sa3015040"
"Nicholas Lockhart","TEX","0","0","6.41","0","0","0","1.0","1","1","0","1","1","1.81","5.72","5.90","6.45","0.0","0.0","999.0","sa3011743"
"Pedro Santos","OAK","0","0","6.26","0","0","0","1.0","1","1","0","1","1","1.86","6.04","7.00","6.46","0.0","0.0","999.0","sa1171936"
"Junior Tejada","","0","0","6.30","0","0","0","1.0","1","1","0","1","1","1.84","5.51","6.27","6.46","0.0","0.0","999.0","sa944591"
"Winder Garcia","TOR","0","0","6.43","0","0","0","1.0","1","1","0","1","1","1.79","5.48","5.76","6.46","0.0","0.0","999.0","sa3009246"
"Manuel Urias","PHI","0","0","6.40","0","0","0","1.0","1","1","0","1","1","1.79","5.04","5.56","6.46","0.0","0.0","999.0","sa3007606"
"Shane Drohan","BOS","0","0","6.53","0","0","0","1.0","1","1","0","1","1","1.81","5.26","5.71","6.47","0.0","0.0","999.0","sa3014447"
"Brailin Rodriguez","MIL","0","0","6.34","0","0","0","1.0","1","1","0","1","1","1.83","5.79","6.31","6.47","0.0","0.0","999.0","sa3009238"
"Guadalupe Chavez","","0","0","6.40","0","0","0","1.0","1","1","0","1","1","1.77","5.53","5.58","6.47","0.0","0.0","999.0","sa872819"
"Anthony Locey","COL","0","0","6.94","0","0","0","1.0","1","1","0","1","1","1.91","6.70","6.46","6.47","0.0","0.0","999.0","sa3011123"
"Lineras Torres","CLE","0","0","6.40","0","0","0","1.0","1","1","0","1","1","1.82","5.44","6.01","6.47","0.0","0.0","999.0","sa3008329"
"Matthew Peguero","TBR","0","0","6.32","0","0","0","1.0","1","1","0","1","1","1.74","5.69","5.59","6.48","0.0","0.0","999.0","sa3003164"
"Jose Gonzalez","CHC","0","0","6.51","0","0","0","1.0","1","1","0","1","1","1.83","5.28","5.91","6.48","0.0","0.0","999.0","sa3003139"
"Gavin Collyer","TEX","0","0","6.46","0","0","0","1.0","1","1","0","1","1","1.83","5.91","6.18","6.49","0.0","0.0","999.0","sa3011742"
"Franyel Casadilla","","0","0","6.42","0","0","0","1.0","1","1","0","1","1","1.74","5.34","5.16","6.50","0.0","0.0","999.0","sa828384"
"Karlo Seijas","WSN","0","0","6.61","0","0","0","1.0","1","1","0","1","1","1.72","5.17","4.51","6.50","0.0","0.0","999.0","sa3006369"
"Rafael Martinez","SFG","0","0","6.53","0","0","0","1.0","1","1","0","1","1","1.92","4.97","6.81","6.50","0.0","0.0","999.0","sa3008554"
"Jordan Jones","CLE","0","0","6.41","0","0","0","1.0","1","1","0","1","1","1.74","5.20","5.15","6.50","0.0","0.0","999.0","sa3009984"
"Yoendrys Gomez","NYY","0","0","6.42","0","0","0","1.0","1","1","0","1","1","1.74","5.71","5.20","6.50","0.0","0.0","999.0","sa3004650"
"Jhonatan Munoz","NYY","0","0","6.39","0","0","0","1.0","1","1","0","1","1","1.81","6.08","6.12","6.51","0.0","0.0","999.0","sa916947"
"Delvis Alegre","MIA","0","0","6.37","0","0","0","1.0","1","1","0","1","1","1.89","4.85","6.66","6.51","0.0","0.0","999.0","sa3006352"
"Tanner Cooper","CIN","0","0","6.59","0","0","0","1.0","1","1","0","1","1","1.83","6.48","6.08","6.51","0.0","0.0","999.0","sa1170930"
"James Lewis","LAD","0","0","6.45","0","0","0","1.0","1","1","0","1","1","1.79","5.16","5.37","6.52","0.0","0.0","999.0","sa3014533"
"Tyler Poulin","ARI","0","0","6.68","0","0","0","1.0","1","1","0","1","1","1.89","4.91","6.16","6.52","0.0","0.0","999.0","sa3010138"
"Jason Parker","NYY","0","0","6.45","0","0","0","1.0","1","1","0","1","1","1.73","5.80","5.16","6.52","0.0","0.0","999.0","sa3014976"
"Andricson Salvador","CHC","0","0","6.38","0","0","0","1.0","1","1","0","1","1","1.94","5.43","7.11","6.52","0.0","0.0","999.0","sa3010266"
"Liam Norris","ARI","0","0","6.41","0","0","0","1.0","1","1","0","1","1","1.97","6.30","7.85","6.53","0.0","0.0","999.0","sa3014543"
"Alfred Vega","NYY","0","0","6.46","0","0","0","1.0","1","1","0","1","1","1.80","5.78","5.72","6.53","0.0","0.0","999.0","sa3006495"
"Landon Leach","MIN","0","0","6.69","0","0","0","1.0","1","1","0","1","1","1.88","5.20","6.14","6.53","0.0","0.0","999.0","sa3005243"
"Bernardo Hiraldo","WSN","0","0","6.62","0","0","0","1.0","1","1","0","1","1","1.89","4.79","6.04","6.54","0.0","0.0","999.0","sa3009812"
"Carlos Vargas","CLE","0","0","6.51","0","0","0","1.0","1","1","0","1","1","1.80","4.97","5.55","6.55","0.0","0.0","999.0","sa3007467"
"Oswald Medina","PHI","0","0","6.53","0","0","0","1.0","1","1","0","1","1","1.86","4.99","6.07","6.55","0.0","0.0","999.0","sa3015928"
"Israel Puello","MIL","0","0","6.47","0","0","0","1.0","1","1","0","1","1","1.84","5.87","6.39","6.55","0.0","0.0","999.0","sa3006113"
"Matthew Thompson","CHW","0","0","6.37","0","0","0","1.0","1","1","0","1","1","1.76","5.51","5.47","6.56","0.0","0.0","999.0","sa3011866"
"Mikell Manzano","SFG","0","0","6.56","0","0","0","1.0","1","1","0","1","1","1.86","5.25","6.21","6.56","0.0","0.0","999.0","sa3015441"
"Luis Vega","HOU","0","0","6.45","0","0","0","1.0","1","1","0","1","1","1.81","5.65","6.04","6.56","0.0","0.0","999.0","sa3009830"
"Enrique Saldana","STL","0","0","6.34","0","0","0","1.0","1","1","0","1","1","1.87","4.86","6.49","6.57","0.0","0.0","999.0","sa917066"
"Florencio Serrano","TEX","0","0","6.60","0","0","0","1.0","1","1","0","1","1","1.78","5.67","5.39","6.57","0.0","0.0","999.0","sa3010124"
"Jol Concepcion","TOR","0","0","6.52","0","0","0","1.0","1","1","0","1","1","1.85","5.27","6.26","6.57","0.0","0.0","999.0","sa3002947"
"Arturo Roque","ARI","0","0","6.52","0","0","0","1.0","1","1","0","1","1","1.92","4.79","6.57","6.57","0.0","0.0","999.0","sa3011049"
"Kacey Murphy","","0","0","6.51","0","0","0","1.0","1","1","0","1","1","1.78","4.72","5.37","6.58","0.0","0.0","999.0","sa3008325"
"Junior Gonzalez","STL","0","0","6.38","0","0","0","1.0","1","1","0","1","1","1.83","4.72","6.04","6.58","0.0","0.0","999.0","sa828546"
"Edgar Martinez","","0","0","6.54","0","0","0","1.0","1","1","0","1","1","1.80","5.18","5.64","6.59","0.0","0.0","999.0","sa924538"
"Juan Macias","","0","0","6.59","0","0","0","1.0","1","1","0","1","1","1.76","5.30","5.19","6.59","0.0","0.0","999.0","sa914049"
"Osiris Santana","KCR","0","0","6.56","0","0","0","1.0","1","1","0","0","1","1.90","4.47","6.24","6.59","0.0","0.0","999.0","sa3009738"
"Phillip Lacaze","ARI","0","0","6.72","0","0","0","1.0","1","1","0","1","1","1.90","4.92","6.36","6.59","0.0","0.0","999.0","sa3009942"
"Tyler Baum","OAK","0","0","6.46","0","0","0","1.0","1","1","0","1","1","1.83","5.04","6.14","6.60","0.0","0.0","999.0","sa1054042"
"Matthew Stil","KCR","0","0","6.64","0","0","0","1.0","1","1","0","1","1","1.87","5.28","6.49","6.61","0.0","0.0","999.0","sa1170297"
"Julio Puello","STL","0","0","6.44","0","0","0","1.0","1","1","0","1","1","1.83","4.80","6.05","6.61","0.0","0.0","999.0","sa3005634"
"Julio Goff","LAA","0","0","6.42","0","0","0","1.0","1","1","0","1","1","1.73","5.28","5.08","6.61","0.0","0.0","999.0","sa3009247"
"Angel Chivilli","COL","0","0","6.58","0","0","0","1.0","1","1","0","1","1","1.88","5.00","6.34","6.61","0.0","0.0","999.0","sa3009470"
"Braham Rosario","","0","0","6.42","0","0","0","1.0","1","1","0","1","1","1.94","4.92","6.92","6.62","0.0","0.0","999.0","sa3006156"
"Joelvis Del Rosario","PIT","0","0","6.56","0","0","0","1.0","1","1","0","1","1","1.89","5.07","6.50","6.62","0.0","0.0","999.0","sa3008486"
"Martin Carrasco","CHW","0","0","6.44","0","0","0","1.0","1","1","0","1","1","1.78","5.28","5.44","6.62","0.0","0.0","999.0","sa3002791"
"Jose Atencio","WSN","0","0","6.60","0","0","0","1.0","1","1","0","1","1","1.87","5.10","6.26","6.62","0.0","0.0","999.0","sa3010304"
"Joshua Cornielly","NYM","0","0","6.42","0","0","0","1.0","1","1","0","1","1","1.89","5.52","6.83","6.62","0.0","0.0","999.0","sa3005890"
"Jordany Ventura","NYM","0","0","6.46","0","0","0","1.0","1","1","0","1","1","1.89","5.44","6.77","6.62","0.0","0.0","999.0","sa3008542"
"Michele Vassalotti","MIL","0","0","6.53","0","0","0","1.0","1","1","0","1","1","1.86","6.27","6.75","6.62","0.0","0.0","999.0","sa3004802"
"Andrew Miller","","0","0","6.50","0","0","0","1.0","1","1","0","1","1","1.84","4.65","5.78","6.63","0.0","0.0","999.0","sa3008557"
"Emmy Morel","","0","0","6.47","0","0","0","1.0","1","1","0","1","1","1.90","4.73","6.50","6.63","0.0","0.0","999.0","sa3006171"
"Daniel Vitriago","KCR","0","0","6.52","0","0","0","1.0","1","1","0","1","1","1.94","4.85","7.05","6.63","0.0","0.0","999.0","sa3006586"
"Luis Peralta","PIT","0","0","6.46","0","0","0","1.0","1","1","0","1","1","1.98","5.17","7.50","6.64","0.0","0.0","999.0","sa3005843"
"Jose Franco","CIN","0","0","6.66","0","0","0","1.0","1","1","0","1","1","1.82","6.81","6.23","6.64","0.0","0.0","999.0","sa3008714"
"Nolan Martinez","NYY","0","0","6.59","0","0","0","1.0","1","1","0","1","1","1.76","5.22","5.12","6.65","0.0","0.0","999.0","sa917988"
"Jesus Ozoria","","0","0","6.63","0","0","0","1.0","1","1","0","1","1","1.80","5.05","5.48","6.65","0.0","0.0","999.0","sa3002819"
"Justin McGregor","CIN","0","0","6.78","0","0","0","1.0","1","1","0","1","1","1.87","4.79","5.62","6.65","0.0","0.0","999.0","sa3007492"
"Carlos Jimenez","PIT","0","0","6.67","0","0","0","1.0","1","1","0","1","1","1.93","5.43","7.03","6.65","0.0","0.0","999.0","sa3008711"
"Manuel De La Rosa","TBR","0","0","6.40","0","0","0","1.0","1","1","0","1","1","1.99","5.45","7.73","6.66","0.0","0.0","999.0","sa3015950"
"Darwin Feliz","","0","0","6.70","0","0","0","1.0","1","1","0","0","1","1.93","3.65","6.27","6.66","0.0","0.0","999.0","sa873156"
"Fraicy Breton","KCR","0","0","6.41","0","0","0","1.0","1","1","0","1","1","1.97","4.69","7.21","6.66","0.0","0.0","999.0","sa3008136"
"Nixson Munoz","","0","0","6.50","0","0","0","1.0","1","1","0","1","1","1.91","5.02","6.64","6.66","0.0","0.0","999.0","sa3009458"
"Brenan Hanifee","BAL","0","0","6.51","0","0","0","1.0","1","1","0","1","1","1.77","4.58","5.10","6.66","0.0","0.0","999.0","sa917973"
"Dualvert Gutierrez","CIN","0","0","6.64","0","0","0","1.0","1","1","0","1","1","1.90","5.39","6.62","6.66","0.0","0.0","999.0","sa3015452"
"Jared DiCesare","TOR","0","0","6.71","0","0","0","1.0","1","1","0","1","1","1.83","4.97","5.76","6.67","0.0","0.0","999.0","sa3010624"
"Elvis Contreras","TBR","0","0","6.48","0","0","0","1.0","1","1","0","1","1","1.95","5.11","7.08","6.67","0.0","0.0","999.0","sa3016454"
"Yaqui Rivera","MIA","0","0","6.59","0","0","0","1.0","1","1","0","1","1","1.93","5.10","7.08","6.67","0.0","0.0","999.0","sa3015504"
"Yorlenis Noa","","0","0","6.50","0","0","0","1.0","1","1","0","1","1","1.89","5.05","6.49","6.68","0.0","0.0","999.0","sa3006546"
"Blane Abeyta","NYY","0","0","6.57","0","0","0","1.0","1","1","0","1","1","1.82","6.07","6.13","6.68","0.0","0.0","999.0","sa3014975"
"Shea Barry","HOU","0","0","6.58","0","0","0","1.0","1","1","0","1","1","1.83","4.98","5.92","6.68","0.0","0.0","999.0","sa1170345"
"Juan Nunez","MIN","0","0","6.65","0","0","0","1.0","1","1","0","1","1","1.90","5.21","6.62","6.69","0.0","0.0","999.0","sa3015464"
"Jesus Valles","CHW","0","0","6.52","0","0","0","1.0","1","1","0","0","0","1.66","4.31","3.74","6.69","0.0","0.0","999.0","sa3005866"
"Brian Rapp","","0","0","6.69","0","0","0","1.0","1","1","0","1","1","1.83","5.04","5.86","6.69","0.0","0.0","999.0","sa3007709"
"Ian Exposito","MIL","0","0","6.46","0","0","0","1.0","1","1","0","1","1","1.93","5.46","7.15","6.69","0.0","0.0","999.0","sa1172530"
"Javier Atencio","NYM","0","0","6.48","0","0","0","1.0","1","1","0","1","1","1.93","5.38","7.14","6.69","0.0","0.0","999.0","sa3009602"
"Jean Cabrera","PHI","0","0","6.68","0","0","0","1.0","1","1","0","1","1","1.89","5.09","6.39","6.69","0.0","0.0","999.0","sa3015433"
"Brian Eichhorn","CLE","0","0","6.65","0","0","0","1.0","1","1","0","1","1","1.82","4.93","5.71","6.69","0.0","0.0","999.0","sa3009987"
"Alex DuBord","","0","0","6.65","0","0","0","1.0","1","1","0","1","1","1.91","5.35","6.74","6.70","0.0","0.0","999.0","sa3006979"
"Gabriel Barbosa","COL","0","0","6.64","0","0","0","1.0","1","1","0","0","1","1.90","4.43","6.28","6.70","0.0","0.0","999.0","sa3009593"
"Kevin Garcia","COL","0","0","6.50","0","0","0","1.0","1","1","0","1","1","1.91","4.99","6.73","6.70","0.0","0.0","999.0","sa3006516"
"Rafael Gomez","","0","0","6.72","0","0","0","1.0","1","1","0","0","1","1.88","4.46","5.91","6.70","0.0","0.0","999.0","sa923902"
"Martin Buitimea","TEX","0","0","6.66","0","0","0","1.0","1","1","0","1","1","1.88","4.86","6.23","6.71","0.0","0.0","999.0","sa921661"
"Andres German","NYM","0","0","6.56","0","0","0","1.0","1","1","0","1","1","1.89","5.03","6.52","6.71","0.0","0.0","999.0","sa3002937"
"Yon Castro","NYY","0","0","6.63","0","0","0","1.0","1","1","0","1","1","1.82","5.71","5.93","6.71","0.0","0.0","999.0","sa3005848"
"Jhonneyver Gutierrez","","0","0","6.71","0","0","0","1.0","1","1","0","1","1","1.87","4.65","5.97","6.71","0.0","0.0","999.0","sa917815"
"Luis Vizcaino","MIA","0","0","6.60","0","0","0","1.0","1","1","0","1","1","1.95","5.05","7.28","6.71","0.0","0.0","999.0","sa3011812"
"Antonio Hernandez","LAD","0","0","6.54","0","0","0","1.0","1","1","0","1","1","1.90","4.97","6.45","6.72","0.0","0.0","999.0","sa3002788"
"Victor Rodriguez","","0","0","6.68","0","0","0","1.0","1","1","0","1","1","1.97","5.05","7.20","6.72","0.0","0.0","999.0","sa3006975"
"Jose Cedeno","WSN","0","0","6.70","0","0","0","1.0","1","1","0","1","1","1.87","5.27","6.29","6.72","0.0","0.0","999.0","sa3008682"
"Adrian Quintana","SEA","0","0","6.69","0","0","0","1.0","1","1","0","1","1","1.88","5.00","6.33","6.72","0.0","0.0","999.0","sa3016465"
"Josue Panacual","NYY","0","0","6.62","0","0","0","1.0","1","1","0","1","1","1.86","5.40","6.24","6.73","0.0","0.0","999.0","sa3010568"
"Odue Civada","SFG","0","0","6.75","0","0","0","1.0","1","1","0","1","1","2.01","5.16","7.72","6.73","0.0","0.0","999.0","sa3009203"
"Domingo Mejia","MIL","0","0","6.70","0","0","0","1.0","1","1","0","1","1","1.89","5.22","6.48","6.73","0.0","0.0","999.0","sa3016622"
"Christopher Machamer","","0","0","6.76","0","0","0","1.0","1","1","0","1","1","1.82","4.61","5.43","6.73","0.0","0.0","999.0","sa3008326"
"Peniel Otano","ARI","0","0","6.73","0","0","0","1.0","1","1","0","1","1","1.91","5.03","6.50","6.74","0.0","0.0","999.0","sa3016751"
"Connor Gillispie","BAL","0","0","6.55","0","0","0","1.0","1","1","0","1","1","1.68","5.69","4.68","6.74","0.0","0.0","999.0","sa1169801"
"Jorge Bautista","ATL","0","0","6.75","0","0","0","1.0","1","1","0","1","1","1.95","4.95","6.81","6.74","0.0","0.0","999.0","sa3008406"
"Joel Valdez","PHI","0","0","6.54","0","0","0","1.0","1","1","0","1","1","1.95","4.69","6.94","6.74","0.0","0.0","999.0","sa3011397"
"Tomas Reyes","CLE","0","0","6.52","0","0","0","1.0","1","1","0","1","1","1.95","4.82","7.03","6.74","0.0","0.0","999.0","sa3008445"
"Joel Diaz","NYM","0","0","6.72","0","0","0","1.0","1","1","0","1","1","1.90","5.17","6.52","6.75","0.0","0.0","999.0","sa3015500"
"Allen Facundo","NYY","0","0","6.56","0","0","0","1.0","1","1","0","1","1","1.97","5.77","7.66","6.76","0.0","0.0","999.0","sa3016071"
"Alberto Pacheco","COL","0","0","6.63","0","0","0","1.0","1","1","0","1","1","1.94","4.95","6.89","6.76","0.0","0.0","999.0","sa3015421"
"Alex Santos","HOU","0","0","6.67","0","0","0","1.0","1","1","0","1","1","1.83","5.83","6.23","6.76","0.0","0.0","999.0","sa3014684"
"Jonathan Petit","PHI","0","0","6.75","0","0","0","1.0","1","1","0","1","1","1.91","4.76","6.46","6.76","0.0","0.0","999.0","sa3016842"
"Blakely Brown","NYY","0","0","6.70","0","0","0","1.0","1","1","0","1","1","1.86","5.29","6.11","6.77","0.0","0.0","999.0","sa3008480"
"Alexis Ramirez","MIL","0","0","6.68","0","0","0","1.0","1","1","0","1","1","1.94","5.33","7.06","6.77","0.0","0.0","999.0","sa3006545"
"Felipe Castaneda","TOR","0","0","6.78","0","0","0","1.0","1","1","0","1","1","1.92","4.73","6.59","6.77","0.0","0.0","999.0","sa3004456"
"Hansel Rincon","ARI","0","0","6.79","0","0","0","1.0","1","1","0","1","1","1.89","4.86","6.26","6.77","0.0","0.0","999.0","sa3015450"
"Roger Rodriguez","OAK","0","0","6.71","0","0","0","1.0","1","1","0","1","1","1.95","4.74","6.81","6.77","0.0","0.0","999.0","sa3009234"
"Wilfry Cruz","","0","0","6.71","0","0","0","1.0","1","1","0","1","1","1.93","5.72","7.06","6.77","0.0","0.0","999.0","sa917190"
"Sandro Bargallo","MIA","0","0","6.45","0","0","0","1.0","1","1","0","1","1","2.08","5.29","8.70","6.78","0.0","0.0","999.0","sa3009639"
"Christopher Marte","","0","0","6.75","0","0","0","1.0","1","1","0","0","1","1.86","4.17","5.72","6.78","0.0","0.0","999.0","sa917461"
"Ryan Anderson","NYY","0","0","6.52","0","0","0","1.0","1","1","0","1","1","1.93","5.62","7.08","6.78","0.0","0.0","999.0","sa1172845"
"Alan Perdomo","COL","0","0","6.76","0","0","0","1.0","1","1","0","1","1","1.90","4.67","6.31","6.78","0.0","0.0","999.0","sa3006399"
"Reibyn Corona","ATL","0","0","6.81","0","0","0","1.0","1","1","0","1","1","1.95","5.08","6.91","6.79","0.0","0.0","999.0","sa3009521"
"Rayner Castillo","DET","0","0","6.80","0","0","0","1.0","1","1","0","1","1","1.93","4.63","6.53","6.79","0.0","0.0","999.0","sa3015487"
"Kevin Biondic","","0","0","6.75","0","0","0","1.0","1","1","0","0","1","1.81","4.43","5.35","6.79","0.0","0.0","999.0","sa3008027"
"Andrew Budier","","0","0","6.53","0","0","0","1.0","1","1","0","1","1","1.98","5.54","7.47","6.80","0.0","0.0","999.0","sa3006111"
"Chi-Feng Lee","","0","0","6.79","0","0","0","1.0","1","1","0","1","1","1.92","4.69","6.48","6.80","0.0","0.0","999.0","sa3007466"
"David Marcano","","0","0","6.60","0","0","0","1.0","1","1","0","1","1","1.95","5.03","7.17","6.80","0.0","0.0","999.0","sa3006377"
"Elian Rodriguez","HOU","0","0","6.70","0","0","0","1.0","1","1","0","1","1","1.90","5.62","6.84","6.80","0.0","0.0","999.0","sa3004715"
"Raynel Moron","WSN","0","0","6.81","0","0","0","1.0","1","1","0","1","1","1.91","4.71","6.38","6.80","0.0","0.0","999.0","sa3015480"
"Manuel Mercedes","SFG","0","0","6.80","0","0","0","1.0","1","1","0","1","1","1.96","4.83","6.91","6.81","0.0","0.0","999.0","sa3015214"
"Ivan Oviedo","TEX","0","0","6.79","0","0","0","1.0","1","1","0","1","1","1.90","5.00","6.47","6.81","0.0","0.0","999.0","sa3016038"
"Jose Aquino","SEA","0","0","6.60","0","0","0","1.0","1","1","0","1","1","1.99","5.40","7.63","6.81","0.0","0.0","999.0","sa3011364"
"Jose Chambuco","NYY","0","0","6.82","0","0","0","1.0","1","1","0","1","1","1.91","5.26","6.57","6.81","0.0","0.0","999.0","sa3008703"
"Tyrone Yulie","NYY","0","0","6.71","0","0","0","1.0","1","1","0","1","1","1.86","5.76","6.39","6.81","0.0","0.0","999.0","sa3010246"
"Kevin Hernandez","","0","0","6.34","0","0","0","1.0","1","1","0","1","1","2.03","5.54","8.38","6.82","0.0","0.0","999.0","sa3008451"
"Justin Friedman","","0","0","6.62","0","0","0","1.0","1","1","0","1","1","1.88","4.80","6.20","6.82","0.0","0.0","999.0","sa3010123"
"Fernando Guanare","LAA","0","0","6.73","0","0","0","1.0","1","1","0","1","1","1.87","4.70","5.96","6.82","0.0","0.0","999.0","sa3015496"
